pair_id,piece_id,split,context_section,target_section,context_ntokens,target_ntokens,compound_ks,sim_bucket
861,178,val,00178_s2_C_22-33,00178_s1_B_14-21,167,134,0.558508,sim:low
862,179,test,00179_s0_A_5-16,00179_s1_A_17-28,104,98,0.986187,sim:high
863,179,test,00179_s0_A_5-16,00179_s2_B_29-40,104,98,0.622525,sim:mid
864,179,test,00179_s0_A_5-16,00179_s3_C_41-48,104,63,0.595758,sim:low
865,179,test,00179_s1_A_17-28,00179_s0_A_5-16,98,104,0.986187,sim:high
866,179,test,00179_s1_A_17-28,00179_s2_B_29-40,98,98,0.613046,sim:mid
867,179,test,00179_s1_A_17-28,00179_s3_C_41-48,98,63,0.602904,sim:mid
868,179,test,00179_s2_B_29-40,00179_s0_A_5-16,98,104,0.622525,sim:mid
869,179,test,00179_s2_B_29-40,00179_s1_A_17-28,98,98,0.613046,sim:mid
870,179,test,00179_s2_B_29-40,00179_s3_C_41-48,98,63,0.661167,sim:mid
871,179,test,00179_s3_C_41-48,00179_s0_A_5-16,63,104,0.595758,sim:low
872,179,test,00179_s3_C_41-48,00179_s1_A_17-28,63,98,0.602904,sim:mid
873,179,test,00179_s3_C_41-48,00179_s2_B_29-40,63,98,0.661167,sim:mid
874,183,val,00183_s0_A_2-10,00183_s1_B_11-21,122,221,0.604003,sim:mid
875,183,val,00183_s1_B_11-21,00183_s0_A_2-10,221,122,0.604003,sim:mid
876,184,test,00184_s0_A_5-20,00184_s1_B_21-28,216,78,0.700214,sim:mid
877,184,test,00184_s0_A_5-20,00184_s2_C_29-40,216,181,0.588596,sim:low
878,184,test,00184_s1_B_21-28,00184_s0_A_5-20,78,216,0.700214,sim:mid
879,184,test,00184_s1_B_21-28,00184_s2_C_29-40,78,181,0.534083,sim:low
880,184,test,00184_s2_C_29-40,00184_s0_A_5-20,181,216,0.588596,sim:low
881,184,test,00184_s2_C_29-40,00184_s1_B_21-28,181,78,0.534083,sim:low
882,187,val,00187_s0_A_9-24,00187_s1_A_29-44,99,107,0.962594,sim:high
883,187,val,00187_s0_A_9-24,00187_s2_B_45-52,99,61,0.581463,sim:low
884,187,val,00187_s0_A_9-24,00187_s3_C_53-60,99,60,0.575772,sim:low
885,187,val,00187_s1_A_29-44,00187_s0_A_9-24,107,99,0.962594,sim:high
886,187,val,00187_s1_A_29-44,00187_s2_B_45-52,107,61,0.58001,sim:low
887,187,val,00187_s1_A_29-44,00187_s3_C_53-60,107,60,0.590191,sim:low
888,187,val,00187_s2_B_45-52,00187_s0_A_9-24,61,99,0.581463,sim:low
889,187,val,00187_s2_B_45-52,00187_s1_A_29-44,61,107,0.58001,sim:low
890,187,val,00187_s2_B_45-52,00187_s3_C_53-60,61,60,0.90702,sim:high
891,187,val,00187_s3_C_53-60,00187_s0_A_9-24,60,99,0.575772,sim:low
892,187,val,00187_s3_C_53-60,00187_s1_A_29-44,60,107,0.590191,sim:low
893,187,val,00187_s3_C_53-60,00187_s2_B_45-52,60,61,0.90702,sim:high
894,188,train,00188_s0_A_30-39,00188_s1_A_40-47,177,168,0.62751,sim:mid
895,188,train,00188_s1_A_40-47,00188_s0_A_30-39,168,177,0.62751,sim:mid
896,189,train,00189_s0_A_3-18,00189_s1_A_19-34,179,180,0.993698,sim:high
897,189,train,00189_s0_A_3-18,00189_s2_B_35-52,179,219,0.597161,sim:low
898,189,train,00189_s1_A_19-34,00189_s0_A_3-18,180,179,0.993698,sim:high
899,189,train,00189_s1_A_19-34,00189_s2_B_35-52,180,219,0.603445,sim:mid
900,189,train,00189_s2_B_35-52,00189_s0_A_3-18,219,179,0.597161,sim:low
901,189,train,00189_s2_B_35-52,00189_s1_A_19-34,219,180,0.603445,sim:mid
902,190,train,00190_s0_A_10-17,00190_s1_B_18-25,163,125,0.582131,sim:low
903,190,train,00190_s0_A_10-17,00190_s2_C_26-34,163,173,0.604261,sim:mid
904,190,train,00190_s0_A_10-17,00190_s3_D_35-42,163,154,0.59114,sim:low
905,190,train,00190_s1_B_18-25,00190_s0_A_10-17,125,163,0.582131,sim:low
906,190,train,00190_s1_B_18-25,00190_s2_C_26-34,125,173,0.914851,sim:high
907,190,train,00190_s1_B_18-25,00190_s3_D_35-42,125,154,0.937949,sim:high
908,190,train,00190_s2_C_26-34,00190_s0_A_10-17,173,163,0.604261,sim:mid
909,190,train,00190_s2_C_26-34,00190_s1_B_18-25,173,125,0.914851,sim:high
910,190,train,00190_s2_C_26-34,00190_s3_D_35-42,173,154,0.9201,sim:high
911,190,train,00190_s3_D_35-42,00190_s0_A_10-17,154,163,0.59114,sim:low
912,190,train,00190_s3_D_35-42,00190_s1_B_18-25,154,125,0.937949,sim:high
913,190,train,00190_s3_D_35-42,00190_s2_C_26-34,154,173,0.9201,sim:high
914,191,train,00191_s0_A_3-10,00191_s1_A_11-22,65,107,0.973636,sim:high
915,191,train,00191_s1_A_11-22,00191_s0_A_3-10,107,65,0.973636,sim:high
916,195,train,00195_s0_A_5-12,00195_s1_B_13-24,65,114,0.758259,sim:mid
917,195,train,00195_s1_B_13-24,00195_s0_A_5-12,114,65,0.758259,sim:mid
918,196,train,00196_s0_A_29-40,00196_s1_B_41-52,91,54,0.555231,sim:low
919,196,train,00196_s0_A_29-40,00196_s2_B_67-78,91,56,0.764793,sim:mid
920,196,train,00196_s0_A_29-40,00196_s3_A_79-102,91,156,0.790023,sim:high
921,196,train,00196_s1_B_41-52,00196_s0_A_29-40,54,91,0.555231,sim:low
922,196,train,00196_s1_B_41-52,00196_s2_B_67-78,54,56,0.693332,sim:mid
923,196,train,00196_s1_B_41-52,00196_s3_A_79-102,54,156,0.628053,sim:mid
924,196,train,00196_s2_B_67-78,00196_s0_A_29-40,56,91,0.764793,sim:mid
925,196,train,00196_s2_B_67-78,00196_s1_B_41-52,56,54,0.693332,sim:mid
926,196,train,00196_s2_B_67-78,00196_s3_A_79-102,56,156,0.930551,sim:high
927,196,train,00196_s3_A_79-102,00196_s0_A_29-40,156,91,0.790023,sim:high
928,196,train,00196_s3_A_79-102,00196_s1_B_41-52,156,54,0.628053,sim:mid
929,196,train,00196_s3_A_79-102,00196_s2_B_67-78,156,56,0.930551,sim:high
930,198,val,00198_s0_A_13-24,00198_s1_B_25-32,94,58,0.849435,sim:high
931,198,val,00198_s0_A_13-24,00198_s2_A_33-44,94,91,0.973845,sim:high
932,198,val,00198_s0_A_13-24,00198_s3_C_51-62,94,107,0.699092,sim:mid
933,198,val,00198_s0_A_13-24,00198_s4_A_63-74,94,128,0.659589,sim:mid
934,198,val,00198_s0_A_13-24,00198_s5_B_75-82,94,66,0.622881,sim:mid
935,198,val,00198_s0_A_13-24,00198_s6_A_83-94,94,125,0.919832,sim:high
936,198,val,00198_s1_B_25-32,00198_s0_A_13-24,58,94,0.849435,sim:high
937,198,val,00198_s1_B_25-32,00198_s2_A_33-44,58,91,0.87935,sim:high
938,198,val,00198_s1_B_25-32,00198_s3_C_51-62,58,107,0.651136,sim:mid
939,198,val,00198_s1_B_25-32,00198_s4_A_63-74,58,128,0.587421,sim:low
940,198,val,00198_s1_B_25-32,00198_s5_B_75-82,58,66,0.690066,sim:mid
941,198,val,00198_s1_B_25-32,00198_s6_A_83-94,58,125,0.725059,sim:mid
942,198,val,00198_s2_A_33-44,00198_s0_A_13-24,91,94,0.973845,sim:high
943,198,val,00198_s2_A_33-44,00198_s1_B_25-32,91,58,0.87935,sim:high
944,198,val,00198_s2_A_33-44,00198_s3_C_51-62,91,107,0.693251,sim:mid
945,198,val,00198_s2_A_33-44,00198_s4_A_63-74,91,128,0.649632,sim:mid
946,198,val,00198_s2_A_33-44,00198_s5_B_75-82,91,66,0.620838,sim:mid
947,198,val,00198_s2_A_33-44,00198_s6_A_83-94,91,125,0.904695,sim:high
948,198,val,00198_s3_C_51-62,00198_s0_A_13-24,107,94,0.699092,sim:mid
949,198,val,00198_s3_C_51-62,00198_s1_B_25-32,107,58,0.651136,sim:mid
950,198,val,00198_s3_C_51-62,00198_s2_A_33-44,107,91,0.693251,sim:mid
951,198,val,00198_s3_C_51-62,00198_s4_A_63-74,107,128,0.677661,sim:mid
952,198,val,00198_s3_C_51-62,00198_s5_B_75-82,107,66,0.693415,sim:mid
953,198,val,00198_s3_C_51-62,00198_s6_A_83-94,107,125,0.687535,sim:mid
954,198,val,00198_s4_A_63-74,00198_s0_A_13-24,128,94,0.659589,sim:mid
955,198,val,00198_s4_A_63-74,00198_s1_B_25-32,128,58,0.587421,sim:low
956,198,val,00198_s4_A_63-74,00198_s2_A_33-44,128,91,0.649632,sim:mid
957,198,val,00198_s4_A_63-74,00198_s3_C_51-62,128,107,0.677661,sim:mid
958,198,val,00198_s4_A_63-74,00198_s5_B_75-82,128,66,0.546369,sim:low
959,198,val,00198_s4_A_63-74,00198_s6_A_83-94,128,125,0.664387,sim:mid
960,198,val,00198_s5_B_75-82,00198_s0_A_13-24,66,94,0.622881,sim:mid
961,198,val,00198_s5_B_75-82,00198_s1_B_25-32,66,58,0.690066,sim:mid
962,198,val,00198_s5_B_75-82,00198_s2_A_33-44,66,91,0.620838,sim:mid
963,198,val,00198_s5_B_75-82,00198_s3_C_51-62,66,107,0.693415,sim:mid
964,198,val,00198_s5_B_75-82,00198_s4_A_63-74,66,128,0.546369,sim:low
965,198,val,00198_s5_B_75-82,00198_s6_A_83-94,66,125,0.697033,sim:mid
966,198,val,00198_s6_A_83-94,00198_s0_A_13-24,125,94,0.919832,sim:high
967,198,val,00198_s6_A_83-94,00198_s1_B_25-32,125,58,0.725059,sim:mid
968,198,val,00198_s6_A_83-94,00198_s2_A_33-44,125,91,0.904695,sim:high
969,198,val,00198_s6_A_83-94,00198_s3_C_51-62,125,107,0.687535,sim:mid
970,198,val,00198_s6_A_83-94,00198_s4_A_63-74,125,128,0.664387,sim:mid
971,198,val,00198_s6_A_83-94,00198_s5_B_75-82,125,66,0.697033,sim:mid
972,199,train,00199_s0_A_1-8,00199_s1_B_9-16,40,32,0.925701,sim:high
973,199,train,00199_s1_B_9-16,00199_s0_A_1-8,32,40,0.925701,sim:high
974,201,train,00201_s0_A_1-17,00201_s1_B_18-37,234,284,0.649904,sim:mid
975,201,train,00201_s0_A_1-17,00201_s2_A_38-54,234,230,0.994354,sim:high
976,201,train,00201_s1_B_18-37,00201_s0_A_1-17,284,234,0.649904,sim:mid
977,201,train,00201_s1_B_18-37,00201_s2_A_38-54,284,230,0.647314,sim:mid
978,201,train,00201_s2_A_38-54,00201_s0_A_1-17,230,234,0.994354,sim:high
979,201,train,00201_s2_A_38-54,00201_s1_B_18-37,230,284,0.647314,sim:mid
980,203,train,00203_s0_A_11-26,00203_s1_B_27-40,298,174,0.636977,sim:mid
981,203,train,00203_s1_B_27-40,00203_s0_A_11-26,174,298,0.636977,sim:mid
982,212,val,00212_s0_A_1-16,00212_s1_A_17-32,70,64,0.986159,sim:high
983,212,val,00212_s0_A_1-16,00212_s2_B_33-48,70,250,0.658725,sim:mid
984,212,val,00212_s0_A_1-16,00212_s3_A_49-64,70,68,0.682431,sim:mid
985,212,val,00212_s0_A_1-16,00212_s4_A_65-78,70,63,0.936302,sim:high
986,212,val,00212_s1_A_17-32,00212_s0_A_1-16,64,70,0.986159,sim:high
987,212,val,00212_s1_A_17-32,00212_s2_B_33-48,64,250,0.651582,sim:mid
988,212,val,00212_s1_A_17-32,00212_s3_A_49-64,64,68,0.677974,sim:mid
989,212,val,00212_s1_A_17-32,00212_s4_A_65-78,64,63,0.925463,sim:high
990,212,val,00212_s2_B_33-48,00212_s0_A_1-16,250,70,0.658725,sim:mid
991,212,val,00212_s2_B_33-48,00212_s1_A_17-32,250,64,0.651582,sim:mid
992,212,val,00212_s2_B_33-48,00212_s3_A_49-64,250,68,0.570701,sim:low
993,212,val,00212_s2_B_33-48,00212_s4_A_65-78,250,63,0.692025,sim:mid
994,212,val,00212_s3_A_49-64,00212_s0_A_1-16,68,70,0.682431,sim:mid
995,212,val,00212_s3_A_49-64,00212_s1_A_17-32,68,64,0.677974,sim:mid
996,212,val,00212_s3_A_49-64,00212_s2_B_33-48,68,250,0.570701,sim:low
997,212,val,00212_s3_A_49-64,00212_s4_A_65-78,68,63,0.692333,sim:mid
998,212,val,00212_s4_A_65-78,00212_s0_A_1-16,63,70,0.936302,sim:high
999,212,val,00212_s4_A_65-78,00212_s1_A_17-32,63,64,0.925463,sim:high
1000,212,val,00212_s4_A_65-78,00212_s2_B_33-48,63,250,0.692025,sim:mid
1001,212,val,00212_s4_A_65-78,00212_s3_A_49-64,63,68,0.692333,sim:mid
1002,213,val,00213_s0_A_1-16,00213_s1_A_17-32,69,68,0.995705,sim:high
1003,213,val,00213_s0_A_1-16,00213_s2_B_33-48,69,99,0.932534,sim:high
1004,213,val,00213_s1_A_17-32,00213_s0_A_1-16,68,69,0.995705,sim:high
1005,213,val,00213_s1_A_17-32,00213_s2_B_33-48,68,99,0.932223,sim:high
1006,213,val,00213_s2_B_33-48,00213_s0_A_1-16,99,69,0.932534,sim:high
1007,213,val,00213_s2_B_33-48,00213_s1_A_17-32,99,68,0.932223,sim:high
1008,219,train,00219_s0_A_3-18,00219_s1_A_19-34,315,325,0.719577,sim:mid
1009,219,train,00219_s0_A_3-18,00219_s2_B_35-42,315,150,0.617515,sim:mid
1010,219,train,00219_s0_A_3-18,00219_s3_C_43-54,315,326,0.596227,sim:low
1011,219,train,00219_s1_A_19-34,00219_s0_A_3-18,325,315,0.719577,sim:mid
1012,219,train,00219_s1_A_19-34,00219_s2_B_35-42,325,150,0.827987,sim:high
1013,219,train,00219_s1_A_19-34,00219_s3_C_43-54,325,326,0.612279,sim:mid
1014,219,train,00219_s2_B_35-42,00219_s0_A_3-18,150,315,0.617515,sim:mid
1015,219,train,00219_s2_B_35-42,00219_s1_A_19-34,150,325,0.827987,sim:high
1016,219,train,00219_s2_B_35-42,00219_s3_C_43-54,150,326,0.592362,sim:low
1017,219,train,00219_s3_C_43-54,00219_s0_A_3-18,326,315,0.596227,sim:low
1018,219,train,00219_s3_C_43-54,00219_s1_A_19-34,326,325,0.612279,sim:mid
1019,219,train,00219_s3_C_43-54,00219_s2_B_35-42,326,150,0.592362,sim:low
1020,220,val,00220_s0_A_3-18,00220_s1_A_19-34,380,389,0.996782,sim:high
1021,220,val,00220_s0_A_3-18,00220_s2_B_35-42,380,82,0.863713,sim:high
1022,220,val,00220_s0_A_3-18,00220_s3_B_43-50,380,164,0.95066,sim:high
1023,220,val,00220_s0_A_3-18,00220_s4_C_51-58,380,119,0.897993,sim:high
1024,220,val,00220_s1_A_19-34,00220_s0_A_3-18,389,380,0.996782,sim:high
1025,220,val,00220_s1_A_19-34,00220_s2_B_35-42,389,82,0.860692,sim:high
1026,220,val,00220_s1_A_19-34,00220_s3_B_43-50,389,164,0.948289,sim:high
1027,220,val,00220_s1_A_19-34,00220_s4_C_51-58,389,119,0.897487,sim:high
1028,220,val,00220_s2_B_35-42,00220_s0_A_3-18,82,380,0.863713,sim:high
1029,220,val,00220_s2_B_35-42,00220_s1_A_19-34,82,389,0.860692,sim:high
1030,220,val,00220_s2_B_35-42,00220_s3_B_43-50,82,164,0.882403,sim:high
1031,220,val,00220_s2_B_35-42,00220_s4_C_51-58,82,119,0.899292,sim:high
1032,220,val,00220_s3_B_43-50,00220_s0_A_3-18,164,380,0.95066,sim:high
1033,220,val,00220_s3_B_43-50,00220_s1_A_19-34,164,389,0.948289,sim:high
1034,220,val,00220_s3_B_43-50,00220_s2_B_35-42,164,82,0.882403,sim:high
1035,220,val,00220_s3_B_43-50,00220_s4_C_51-58,164,119,0.933207,sim:high
1036,220,val,00220_s4_C_51-58,00220_s0_A_3-18,119,380,0.897993,sim:high
1037,220,val,00220_s4_C_51-58,00220_s1_A_19-34,119,389,0.897487,sim:high
1038,220,val,00220_s4_C_51-58,00220_s2_B_35-42,119,82,0.899292,sim:high
1039,220,val,00220_s4_C_51-58,00220_s3_B_43-50,119,164,0.933207,sim:high
1040,221,train,00221_s0_A_7-22,00221_s1_B_23-30,205,69,0.582107,sim:low
1041,221,train,00221_s0_A_7-22,00221_s2_C_31-38,205,191,0.575296,sim:low
1042,221,train,00221_s0_A_7-22,00221_s3_A_39-54,205,234,0.95472,sim:high
1043,221,train,00221_s0_A_7-22,00221_s4_B_55-62,205,68,0.583754,sim:low
1044,221,train,00221_s0_A_7-22,00221_s5_C_63-70,205,191,0.576384,sim:low
1045,221,train,00221_s0_A_7-22,00221_s6_C_71-78,205,190,0.648938,sim:mid
1046,221,train,00221_s1_B_23-30,00221_s0_A_7-22,69,205,0.582107,sim:low
1047,221,train,00221_s1_B_23-30,00221_s2_C_31-38,69,191,0.597403,sim:low
1048,221,train,00221_s1_B_23-30,00221_s3_A_39-54,69,234,0.561058,sim:low
1049,221,train,00221_s1_B_23-30,00221_s4_B_55-62,69,68,0.99902,sim:high
1050,221,train,00221_s1_B_23-30,00221_s5_C_63-70,69,191,0.601033,sim:mid
1051,221,train,00221_s1_B_23-30,00221_s6_C_71-78,69,190,0.816711,sim:high
1052,221,train,00221_s2_C_31-38,00221_s0_A_7-22,191,205,0.575296,sim:low
1053,221,train,00221_s2_C_31-38,00221_s1_B_23-30,191,69,0.597403,sim:low
1054,221,train,00221_s2_C_31-38,00221_s3_A_39-54,191,234,0.598677,sim:low
1055,221,train,00221_s2_C_31-38,00221_s4_B_55-62,191,68,0.602271,sim:mid
1056,221,train,00221_s2_C_31-38,00221_s5_C_63-70,191,191,0.999599,sim:high
1057,221,train,00221_s2_C_31-38,00221_s6_C_71-78,191,190,0.641797,sim:mid
1058,221,train,00221_s3_A_39-54,00221_s0_A_7-22,234,205,0.95472,sim:high
1059,221,train,00221_s3_A_39-54,00221_s1_B_23-30,234,69,0.561058,sim:low
1060,221,train,00221_s3_A_39-54,00221_s2_C_31-38,234,191,0.598677,sim:low
1061,221,train,00221_s3_A_39-54,00221_s4_B_55-62,234,68,0.562382,sim:low
1062,221,train,00221_s3_A_39-54,00221_s5_C_63-70,234,191,0.595709,sim:low
1063,221,train,00221_s3_A_39-54,00221_s6_C_71-78,234,190,0.629664,sim:mid
1064,221,train,00221_s4_B_55-62,00221_s0_A_7-22,68,205,0.583754,sim:low
1065,221,train,00221_s4_B_55-62,00221_s1_B_23-30,68,69,0.99902,sim:high
1066,221,train,00221_s4_B_55-62,00221_s2_C_31-38,68,191,0.602271,sim:mid
1067,221,train,00221_s4_B_55-62,00221_s3_A_39-54,68,234,0.562382,sim:low
1068,221,train,00221_s4_B_55-62,00221_s5_C_63-70,68,191,0.60597,sim:mid
1069,221,train,00221_s4_B_55-62,00221_s6_C_71-78,68,190,0.813244,sim:high
1070,221,train,00221_s5_C_63-70,00221_s0_A_7-22,191,205,0.576384,sim:low
1071,221,train,00221_s5_C_63-70,00221_s1_B_23-30,191,69,0.601033,sim:mid
1072,221,train,00221_s5_C_63-70,00221_s2_C_31-38,191,191,0.999599,sim:high
1073,221,train,00221_s5_C_63-70,00221_s3_A_39-54,191,234,0.595709,sim:low
1074,221,train,00221_s5_C_63-70,00221_s4_B_55-62,191,68,0.60597,sim:mid
1075,221,train,00221_s5_C_63-70,00221_s6_C_71-78,191,190,0.648126,sim:mid
1076,221,train,00221_s6_C_71-78,00221_s0_A_7-22,190,205,0.648938,sim:mid
1077,221,train,00221_s6_C_71-78,00221_s1_B_23-30,190,69,0.816711,sim:high
1078,221,train,00221_s6_C_71-78,00221_s2_C_31-38,190,191,0.641797,sim:mid
1079,221,train,00221_s6_C_71-78,00221_s3_A_39-54,190,234,0.629664,sim:mid
1080,221,train,00221_s6_C_71-78,00221_s4_B_55-62,190,68,0.813244,sim:high
1081,221,train,00221_s6_C_71-78,00221_s5_C_63-70,190,191,0.648126,sim:mid
1082,223,train,00223_s0_A_5-20,00223_s1_A_21-36,131,141,0.647122,sim:mid
1083,223,train,00223_s0_A_5-20,00223_s2_B_37-52,131,144,0.542116,sim:low
1084,223,train,00223_s0_A_5-20,00223_s3_C_53-68,131,110,0.838744,sim:high
1085,223,train,00223_s1_A_21-36,00223_s0_A_5-20,141,131,0.647122,sim:mid
1086,223,train,00223_s1_A_21-36,00223_s2_B_37-52,141,144,0.556739,sim:low
1087,223,train,00223_s1_A_21-36,00223_s3_C_53-68,141,110,0.555416,sim:low
1088,223,train,00223_s2_B_37-52,00223_s0_A_5-20,144,131,0.542116,sim:low
1089,223,train,00223_s2_B_37-52,00223_s1_A_21-36,144,141,0.556739,sim:low
1090,223,train,00223_s2_B_37-52,00223_s3_C_53-68,144,110,0.580775,sim:low
1091,223,train,00223_s3_C_53-68,00223_s0_A_5-20,110,131,0.838744,sim:high
1092,223,train,00223_s3_C_53-68,00223_s1_A_21-36,110,141,0.555416,sim:low
1093,223,train,00223_s3_C_53-68,00223_s2_B_37-52,110,144,0.580775,sim:low
1094,227,train,00227_s0_A_18-40,00227_s1_B_41-60,235,285,0.881108,sim:high
1095,227,train,00227_s1_B_41-60,00227_s0_A_18-40,285,235,0.881108,sim:high
1096,228,train,00228_s0_A_3-18,00228_s1_B_19-34,272,256,0.628362,sim:mid
1097,228,train,00228_s1_B_19-34,00228_s0_A_3-18,256,272,0.628362,sim:mid
1098,230,test,00230_s0_A_5-12,00230_s1_A_13-20,188,188,0.920852,sim:high
1099,230,test,00230_s1_A_13-20,00230_s0_A_5-12,188,188,0.920852,sim:high
1100,231,train,00231_s0_A_3-10,00231_s1_B_11-18,163,122,0.578187,sim:low
1101,231,train,00231_s1_B_11-18,00231_s0_A_3-10,122,163,0.578187,sim:low
1102,244,train,00244_s0_A_3-14,00244_s1_B_23-34,146,155,0.961744,sim:high
1103,244,train,00244_s0_A_3-14,00244_s2_C_43-50,146,104,0.958245,sim:high
1104,244,train,00244_s1_B_23-34,00244_s0_A_3-14,155,146,0.961744,sim:high
1105,244,train,00244_s1_B_23-34,00244_s2_C_43-50,155,104,0.992942,sim:high
1106,244,train,00244_s2_C_43-50,00244_s0_A_3-14,104,146,0.958245,sim:high
1107,244,train,00244_s2_C_43-50,00244_s1_B_23-34,104,155,0.992942,sim:high
1108,249,test,00249_s0_A_5-20,00249_s1_B_21-32,88,71,0.93634,sim:high
1109,249,test,00249_s1_B_21-32,00249_s0_A_5-20,71,88,0.93634,sim:high
1110,253,val,00253_s0_A_1-8,00253_s1_A_9-18,121,159,0.640175,sim:mid
1111,253,val,00253_s0_A_1-8,00253_s2_B_23-30,121,111,0.881972,sim:high
1112,253,val,00253_s0_A_1-8,00253_s3_C_31-38,121,100,0.799352,sim:high
1113,253,val,00253_s1_A_9-18,00253_s0_A_1-8,159,121,0.640175,sim:mid
1114,253,val,00253_s1_A_9-18,00253_s2_B_23-30,159,111,0.859281,sim:high
1115,253,val,00253_s1_A_9-18,00253_s3_C_31-38,159,100,0.771588,sim:mid
1116,253,val,00253_s2_B_23-30,00253_s0_A_1-8,111,121,0.881972,sim:high
1117,253,val,00253_s2_B_23-30,00253_s1_A_9-18,111,159,0.859281,sim:high
1118,253,val,00253_s2_B_23-30,00253_s3_C_31-38,111,100,0.819853,sim:high
1119,253,val,00253_s3_C_31-38,00253_s0_A_1-8,100,121,0.799352,sim:high
1120,253,val,00253_s3_C_31-38,00253_s1_A_9-18,100,159,0.771588,sim:mid
1121,253,val,00253_s3_C_31-38,00253_s2_B_23-30,100,111,0.819853,sim:high
1122,255,test,00255_s0_A_3-10,00255_s1_B_11-26,123,266,0.626055,sim:mid
1123,255,test,00255_s0_A_3-10,00255_s2_C_27-34,123,115,0.579087,sim:low
1124,255,test,00255_s1_B_11-26,00255_s0_A_3-10,266,123,0.626055,sim:mid
1125,255,test,00255_s1_B_11-26,00255_s2_C_27-34,266,115,0.795156,sim:high
1126,255,test,00255_s2_C_27-34,00255_s0_A_3-10,115,123,0.579087,sim:low
1127,255,test,00255_s2_C_27-34,00255_s1_B_11-26,115,266,0.795156,sim:high
1128,256,train,00256_s0_A_5-20,00256_s1_B_21-28,112,69,0.550944,sim:low
1129,256,train,00256_s0_A_5-20,00256_s2_C_29-36,112,83,0.537123,sim:low
1130,256,train,00256_s1_B_21-28,00256_s0_A_5-20,69,112,0.550944,sim:low
1131,256,train,00256_s1_B_21-28,00256_s2_C_29-36,69,83,0.602838,sim:mid
1132,256,train,00256_s2_C_29-36,00256_s0_A_5-20,83,112,0.537123,sim:low
1133,256,train,00256_s2_C_29-36,00256_s1_B_21-28,83,69,0.602838,sim:mid
1134,257,test,00257_s0_A_6-21,00257_s1_B_22-32,132,100,0.920305,sim:high
1135,257,test,00257_s1_B_22-32,00257_s0_A_6-21,100,132,0.920305,sim:high
1136,259,train,00259_s0_A_3-6,00259_s1_B_7-10,40,112,0.553481,sim:low
1137,259,train,00259_s1_B_7-10,00259_s0_A_3-6,112,40,0.553481,sim:low
1138,260,train,00260_s0_A_3-12,00260_s1_B_13-21,206,159,0.583714,sim:low
1139,260,train,00260_s1_B_13-21,00260_s0_A_3-12,159,206,0.583714,sim:low
1140,264,val,00264_s0_A_20-27,00264_s1_B_28-35,104,103,0.924642,sim:high
1141,264,val,00264_s0_A_20-27,00264_s2_C_36-43,104,91,0.635866,sim:mid
1142,264,val,00264_s0_A_20-27,00264_s3_C_44-51,104,92,0.631455,sim:mid
1143,264,val,00264_s1_B_28-35,00264_s0_A_20-27,103,104,0.924642,sim:high
1144,264,val,00264_s1_B_28-35,00264_s2_C_36-43,103,91,0.602336,sim:mid
1145,264,val,00264_s1_B_28-35,00264_s3_C_44-51,103,92,0.606709,sim:mid
1146,264,val,00264_s2_C_36-43,00264_s0_A_20-27,91,104,0.635866,sim:mid
1147,264,val,00264_s2_C_36-43,00264_s1_B_28-35,91,103,0.602336,sim:mid
1148,264,val,00264_s2_C_36-43,00264_s3_C_44-51,91,92,0.995201,sim:high
1149,264,val,00264_s3_C_44-51,00264_s0_A_20-27,92,104,0.631455,sim:mid
1150,264,val,00264_s3_C_44-51,00264_s1_B_28-35,92,103,0.606709,sim:mid
1151,264,val,00264_s3_C_44-51,00264_s2_C_36-43,92,91,0.995201,sim:high
1152,266,train,00266_s0_A_3-10,00266_s1_B_11-18,77,110,0.666752,sim:mid
1153,266,train,00266_s1_B_11-18,00266_s0_A_3-10,110,77,0.666752,sim:mid
1154,281,train,00281_s0_A_2-17,00281_s1_A_18-32,183,171,0.98731,sim:high
1155,281,train,00281_s1_A_18-32,00281_s0_A_2-17,171,183,0.98731,sim:high
1156,282,train,00282_s0_A_3-18,00282_s1_B_19-26,194,91,0.632576,sim:mid
1157,282,train,00282_s0_A_3-18,00282_s2_C_27-38,194,116,0.61044,sim:mid
1158,282,train,00282_s1_B_19-26,00282_s0_A_3-18,91,194,0.632576,sim:mid
1159,282,train,00282_s1_B_19-26,00282_s2_C_27-38,91,116,0.60333,sim:mid
1160,282,train,00282_s2_C_27-38,00282_s0_A_3-18,116,194,0.61044,sim:mid
1161,282,train,00282_s2_C_27-38,00282_s1_B_19-26,116,91,0.60333,sim:mid
1162,284,val,00284_s0_A_9-24,00284_s1_A_25-40,398,539,0.931639,sim:high
1163,284,val,00284_s0_A_9-24,00284_s2_B_41-60,398,448,0.493558,sim:low
1164,284,val,00284_s1_A_25-40,00284_s0_A_9-24,539,398,0.931639,sim:high
1165,284,val,00284_s1_A_25-40,00284_s2_B_41-60,539,448,0.487427,sim:low
1166,284,val,00284_s2_B_41-60,00284_s0_A_9-24,448,398,0.493558,sim:low
1167,284,val,00284_s2_B_41-60,00284_s1_A_25-40,448,539,0.487427,sim:low
1168,285,train,00285_s0_A_2-11,00285_s1_A_12-19,140,159,0.614809,sim:mid
1169,285,train,00285_s0_A_2-11,00285_s2_B_20-27,140,110,0.627071,sim:mid
1170,285,train,00285_s0_A_2-11,00285_s3_B_28-38,140,133,0.923421,sim:high
